Year,Month,From_City,Total_Count,Stay_Prob,Outflow_Count,To_Top1,To_Top1_Count,To_Top2,To_Top2_Count,To_Top3,To_Top3_Count,To_Top4,To_Top4_Count,To_Top5,To_Top5_Count,To_Top6,To_Top6_Count,To_Top7,To_Top7_Count,To_Top8,To_Top8_Count,To_Top9,To_Top9_Count,To_Top10,To_Top10_Count,To_Top11,To_Top11_Count,To_Top12,To_Top12_Count,To_Top13,To_Top13_Count,To_Top14,To_Top14_Count,To_Top15,To_Top15_Count,To_Top16,To_Top16_Count,To_Top17,To_Top17_Count,To_Top18,To_Top18_Count,To_Top19,To_Top19_Count,To_Top20,To_Top20_Count
2014,12,广安市(5116),3164948,0.766892329,737774,重庆市(5001),91586,东莞市(4419),89326,成都市(5101),55909,深圳市(4403),45138,泉州市(3505),42689,佛山市(4406),32375,福州市(3501),26253,益阳市(4309),26063,毕节市(5205),25680,绵阳市(5107),25584,惠州市(4413),22505,漳州市(3506),21443,普洱市(5308),20131,贵阳市(5201),19731,上海市(3101),15588,广州市(4401),14918,南充市(5113),14720,曲靖市(5303),12897,厦门市(3502),12376,宁波市(3302),11583
2015,12,广安市(5116),3180000,0.7725,723450,东莞市(4419),89970,重庆市(5001),84728,成都市(5101),51910,深圳市(4403),46765,泉州市(3505),37901,佛山市(4406),32668,益阳市(4309),26222,绵阳市(5107),25977,毕节市(5205),25836,福州市(3501),22786,漳州市(3506),21574,普洱市(5308),20253,惠州市(4413),19473,南充市(5113),19067,贵阳市(5201),18231,上海市(3101),15747,广州市(4401),14122,曲靖市(5303),12975,厦门市(3502),12451,宁波市(3302),11653
2016,12,广安市(5116),3197831,0.79228913,664224,东莞市(4419),84624,重庆市(5001),72839,深圳市(4403),45255,成都市(5101),44758,泉州市(3505),31709,佛山市(4406),30817,益阳市(4309),24663,绵阳市(5107),24638,毕节市(5205),24300,南充市(5113),21346,漳州市(3506),20291,普洱市(5308),19050,福州市(3501),18592,贵阳市(5201),15861,惠州市(4413),15716,上海市(3101),14845,广州市(4401),12539,曲靖市(5303),12204,厦门市(3502),11711,昆明市(5301),11593
2017,12,广安市(5116),3214876,0.833739612,534507,东莞市(4419),69307,重庆市(5001),55672,深圳市(4403),37801,成都市(5101),34293,佛山市(4406),25292,泉州市(3505),23681,绵阳市(5107),20334,益阳市(4309),20199,毕节市(5205),19902,南充市(5113),19465,漳州市(3506),16619,普洱市(5308),15602,福州市(3501),13576,贵阳市(5201),12242,上海市(3101),12178,惠州市(4413),11361,昆明市(5301),10410,曲靖市(5303),9995,广州市(4401),9837,厦门市(3502),9591
2018,12,广安市(5116),3227133,0.85,484070,东莞市(4419),63648,重庆市(5001),48290,深圳市(4403),35240,成都市(5101),29809,佛山市(4406),23264,泉州市(3505),20116,南充市(5113),19288,绵阳市(5107),18807,益阳市(4309),18550,毕节市(5205),18277,漳州市(3506),15262,普洱市(5308),14328,福州市(3501),11292,上海市(3101),11198,贵阳市(5201),10710,昆明市(5301),10212,惠州市(4413),9358,曲靖市(5303),9179,温州市(3303),8938,厦门市(3502),8808
2019,12,广安市(5116),3237934,0.85,485690,东莞市(4419),64604,重庆市(5001),46662,深圳市(4403),36205,成都市(5101),28860,佛山市(4406),23644,南充市(5113),20749,绵阳市(5107),19216,泉州市(3505),19066,益阳市(4309),18829,毕节市(5205),18552,漳州市(3506),15491,普洱市(5308),14543,上海市(3101),11378,昆明市(5301),10906,福州市(3501),10486,贵阳市(5201),10429,曲靖市(5303),9317,温州市(3303),9247,厦门市(3502),8940,惠州市(4413),8606
2020,12,广安市(5116),3264877,0.85,489732,东莞市(4419),65791,重庆市(5001),45494,深圳市(4403),37246,成都市(5101),28188,佛山市(4406),24106,南充市(5113),22139,绵阳市(5107),19689,益阳市(4309),19175,毕节市(5205),18892,泉州市(3505),18252,漳州市(3506),15776,普洱市(5308),14810,上海市(3101),11597,昆明市(5301),11572,贵阳市(5201),10241,福州市(3501),9839,温州市(3303),9567,曲靖市(5303),9488,厦门市(3502),9105,广州市(4401),8540
2000,12,内江市(5110),4127162,0.516,1997546,台州市(3310),231686,成都市(5101),221522,苏州市(3205),97753,上海市(3101),93667,宁波市(3302),86229,昆明市(5301),85846,自贡市(5103),74154,重庆市(5001),69130,达州市(5117),59021,北京市(1101),55915,绵阳市(5107),51678,揭阳市(4452),48755,昭通市(5306),48719,广州市(4401),46285,宜宾市(5115),46255,泉州市(3505),42996,泸州市(5105),42413,贵阳市(5201),41607,汕头市(4405),41161,中山市(4420),39689
2001,12,内江市(5110),4045432,0.704002678,1197437,台州市(3310),122852,成都市(5101),118813,苏州市(3205),55287,上海市(3101),53862,宁波市(3302),50320,昆明市(5301),50287,深圳市(4403),43411,东莞市(4419),39498,自贡市(5103),36559,达州市(5117),35988,重庆市(5001),33775,绵阳市(5107),31511,广州市(4401),31437,揭阳市(4452),29729,昭通市(5306),29706,北京市(1101),29609,宜宾市(5115),28204,泸州市(5105),25862,佛山市(4406),25617,汕头市(4405),25098
2002,12,内江市(5110),4039621,0.820137571,726576,成都市(5101),66952,台州市(3310),65429,深圳市(4403),37188,东莞市(4419),34927,苏州市(3205),31331,上海市(3101),31093,宁波市(3302),29535,昆明市(5301),28913,达州市(5117),22116,广州市(4401),20931,绵阳市(5107),19364,揭阳市(4452),18269,昭通市(5306),18255,佛山市(4406),18030,自贡市(5103),17578,宜宾市(5115),17332,重庆市(5001),16772,泸州市(5105),15893,北京市(1101),15700,汕头市(4405),15424
2003,12,内江市(5110),4023015,0.85,603452,成都市(5101),53564,台州市(3310),48110,深圳市(4403),38031,东莞市(4419),36867,上海市(3101),24419,苏州市(3205),24102,宁波市(3302),23616,昆明市(5301),22144,广州市(4401),18574,达州市(5117),18556,佛山市(4406),16735,绵阳市(5107),16247,揭阳市(4452),15328,昭通市(5306),15317,宜宾市(5115),14542,泸州市(5105),13335,汕头市(4405),12941,中山市(4420),12478,眉山市(5114),12162,重庆市(5001),11697
2004,12,内江市(5110),3998874,0.85,599831,成都市(5101),52789,台州市(3310),43747,深圳市(4403),42594,东莞市(4419),42251,上海市(3101),22868,宁波市(3302),22531,苏州市(3205),22050,昆明市(5301),19818,广州市(4401),19277,达州市(5117),18622,佛山市(4406),17959,绵阳市(5107),16305,揭阳市(4452),15383,昭通市(5306),15372,宜宾市(5115),14594,泸州市(5105),13382,汕头市(4405),12987,中山市(4420),12522,眉山市(5114),12154,河池市(4512),11574
2005,12,内江市(5110),3966000,0.85,594900,成都市(5101),52796,东莞市(4419),44335,深圳市(4403),44286,台州市(3310),42215,宁波市(3302),21421,上海市(3101),21348,苏州市(3205),20046,广州市(4401),19551,达州市(5117),18673,佛山市(4406),18592,昆明市(5301),17343,绵阳市(5107),16350,揭阳市(4452),15425,昭通市(5306),15414,宜宾市(5115),14634,泸州市(5105),13419,汕头市(4405),13023,中山市(4420),12557,眉山市(5114),12135,河池市(4512),11606
2006,12,内江市(5110),3920968,0.85,588145,成都市(5101),62583,东莞市(4419),43544,深圳市(4403),42050,台州市(3310),42043,宁波市(3302),19894,上海市(3101),19498,广州市(4401),18865,佛山市(4406),18490,达州市(5117),18346,苏州市(3205),17769,绵阳市(5107),16063,揭阳市(4452),15155,昭通市(5306),15143,昆明市(5301),14598,宜宾市(5115),14377,泸州市(5105),13183,汕头市(4405),12794,中山市(4420),12336,眉山市(5114),11871,河池市(4512),11402
2007,12,内江市(5110),3848720,0.849054386,580947,成都市(5101),84321,东莞市(4419),41572,台州市(3310),41521,深圳市(4403),36904,宁波市(3302),17932,佛山市(4406),17867,达州市(5117),17552,上海市(3101),17342,广州市(4401),17266,绵阳市(5107),15369,苏州市(3205),15279,揭阳市(4452),14499,昭通市(5306),14489,宜宾市(5115),13756,重庆市(5001),13252,泸州市(5105),12613,汕头市(4405),12241,昆明市(5301),11830,中山市(4420),11803,眉山市(5114),11309
2008,12,内江市(5110),3766267,0.829436263,642389,成都市(5101),120594,台州市(3310),45761,东莞市(4419),43915,深圳市(4403),34992,佛山市(4406),19124,达州市(5117),18650,宁波市(3302),17883,重庆市(5001),17679,广州市(4401),17352,上海市(3101),17157,绵阳市(5107),16330,揭阳市(4452),15406,昭通市(5306),15395,宜宾市(5115),14616,苏州市(3205),14556,泸州市(5105),13402,汕头市(4405),13006,无锡市(3202),12717,中山市(4420),12541,眉山市(5114),11965
2009,12,内江市(5110),3683140,0.816629436,675379,成都市(5101),149224,台州市(3310),47993,东莞市(4419),44203,深圳市(4403),32026,重庆市(5001),21153,佛山市(4406),19561,达州市(5117),18988,宁波市(3302),17016,广州市(4401),16820,绵阳市(5107),16626,上海市(3101),16327,揭阳市(4452),15685,昭通市(5306),15674,宜宾市(5115),14881,无锡市(3202),14338,泸州市(5105),13645,苏州市(3205),13289,汕头市(4405),13242,中山市(4420),12769,眉山市(5114),12129
2010,12,内江市(5110),3704000,0.812,696352,成都市(5101),163585,台州市(3310),49572,东莞市(4419),44250,深圳市(4403),31139,重庆市(5001),23118,佛山市(4406),19991,达州市(5117),19376,绵阳市(5107),16965,广州市(4401),16800,宁波市(3302),16147,揭阳市(4452),16006,无锡市(3202),15994,昭通市(5306),15994,上海市(3101),15673,宜宾市(5115),15185,泸州市(5105),13924,汕头市(4405),13513,中山市(4420),13029,眉山市(5114),12323,苏州市(3205),12205
2011,12,内江市(5110),3576075,0.811133651,675400,成都市(5101),159490,台州市(3310),46718,东莞市(4419),41909,深圳市(4403),30680,重庆市(5001),22816,佛山市(4406),19204,达州市(5117),18896,无锡市(3202),16880,绵阳市(5107),16545,广州市(4401),16441,揭阳市(4452),15609,昭通市(5306),15598,宜宾市(5115),14809,宁波市(3302),14561,上海市(3101),14442,泸州市(5105),13579,汕头市(4405),13178,中山市(4420),12707,眉山市(5114),11965,河池市(4512),11744
2012,12,内江市(5110),3532952,0.809671006,672423,成都市(5101),159513,台州市(3310),42327,东莞市(4419),40257,深圳市(4403),31759,重庆市(5001),23084,达州市(5117),18936,佛山市(4406),18441,无锡市(3202),18157,广州市(4401),16669,绵阳市(5107),16580,揭阳市(4452),15642,昭通市(5306),15631,宜宾市(5115),14840,上海市(3101),13696,泸州市(5105),13608,宁波市(3302),13403,汕头市(4405),13206,中山市(4420),12734,眉山市(5114),11938,河池市(4512),11769
2013,12,内江市(5110),3495035,0.809360009,666293,成都市(5101),158431,东莞市(4419),37885,台州市(3310),35529,深圳市(4403),33539,重庆市(5001),23212,无锡市(3202),19327,达州市(5117),18909,佛山市(4406),17215,广州市(4401),17008,绵阳市(5107),16556,揭阳市(4452),15620,昭通市(5306),15608,宜宾市(5115),14819,泸州市(5105),13588,温州市(3303),13297,汕头市(4405),13187,上海市(3101),12991,中山市(4420),12715,宁波市(3302),12197,眉山市(5114),11868
