Year,Month,From_City,Total_Count,Stay_Prob,Outflow_Count,To_Top1,To_Top1_Count,To_Top2,To_Top2_Count,To_Top3,To_Top3_Count,To_Top4,To_Top4_Count,To_Top5,To_Top5_Count,To_Top6,To_Top6_Count,To_Top7,To_Top7_Count,To_Top8,To_Top8_Count,To_Top9,To_Top9_Count,To_Top10,To_Top10_Count,To_Top11,To_Top11_Count,To_Top12,To_Top12_Count,To_Top13,To_Top13_Count,To_Top14,To_Top14_Count,To_Top15,To_Top15_Count,To_Top16,To_Top16_Count,To_Top17,To_Top17_Count,To_Top18,To_Top18_Count,To_Top19,To_Top19_Count,To_Top20,To_Top20_Count
2013,12,中山市(4420),3563106,0.85,534466,广州市(4401),55639,常州市(3204),49703,佛山市(4406),44540,重庆市(5001),42747,桂林市(4503),33724,泸州市(5105),25738,珠海市(4404),21027,韶关市(4402),20910,湛江市(4408),19371,贵港市(4508),16205,东莞市(4419),13451,揭阳市(4452),12795,阳江市(4417),12007,自贡市(5103),11769,遵义市(5203),11335,莆田市(3503),11237,贵阳市(5201),10127,百色市(4510),9922,贺州市(4511),9873,江门市(4407),9836
2014,12,中山市(4420),3760384,0.85,564058,常州市(3204),54155,广州市(4401),48591,重庆市(5001),46575,佛山市(4406),42840,桂林市(4503),36745,泸州市(5105),28043,珠海市(4404),23448,韶关市(4402),22782,贵港市(4508),21425,东莞市(4419),15575,湛江市(4408),15413,遵义市(5203),14626,揭阳市(4452),13941,自贡市(5103),12823,莆田市(3503),12244,贵阳市(5201),11035,阳江市(4417),10893,百色市(4510),10811,贺州市(4511),10757,嘉兴市(3304),10550
2015,12,中山市(4420),3969600,0.85,595440,常州市(3204),59394,重庆市(5001),51081,桂林市(4503),40299,佛山市(4406),39443,广州市(4401),38890,泸州市(5105),30756,贵港市(4508),27631,珠海市(4404),26689,韶关市(4402),24986,遵义市(5203),18537,东莞市(4419),18342,揭阳市(4452),15290,自贡市(5103),14063,莆田市(3503),13428,贵阳市(5201),12102,百色市(4510),11857,贺州市(4511),11798,嘉兴市(3304),11571,肇庆市(4412),11078,深圳市(4403),10874
2016,12,中山市(4420),4150061,0.85,622509,常州市(3204),64230,重庆市(5001),55241,桂林市(4503),43581,佛山市(4406),35532,贵港市(4508),33506,泸州市(5105),33261,珠海市(4404),29911,广州市(4401),29196,韶关市(4402),27021,遵义市(5203),22236,东莞市(4419),21059,揭阳市(4452),16535,自贡市(5103),15208,莆田市(3503),14522,贵阳市(5201),13088,百色市(4510),12822,贺州市(4511),12759,嘉兴市(3304),12513,肇庆市(4412),12419,深圳市(4403),11760
2017,12,中山市(4420),4285027,0.85,642754,常州市(3204),67603,重庆市(5001),58141,桂林市(4503),45869,贵港市(4508),37972,泸州市(5105),35007,珠海市(4404),32265,佛山市(4406),32078,韶关市(4402),28440,遵义市(5203),25038,东莞市(4419),23079,广州市(4401),21124,揭阳市(4452),17403,自贡市(5103),16007,莆田市(3503),15284,贵阳市(5201),13775,百色市(4510),13496,贺州市(4511),13429,肇庆市(4412),13398,嘉兴市(3304),13170,清远市(4418),12398
2018,12,中山市(4420),4389227,0.85,658384,常州市(3204),70131,重庆市(5001),60316,桂林市(4503),47585,贵港市(4508),41571,泸州市(5105),36317,珠海市(4404),34102,韶关市(4402),29504,佛山市(4406),28998,遵义市(5203),27290,东莞市(4419),24677,揭阳市(4452),18054,自贡市(5103),16605,莆田市(3503),15856,贵阳市(5201),14290,广州市(4401),14186,肇庆市(4412),14163,百色市(4510),14000,贺州市(4511),13931,嘉兴市(3304),13663,清远市(4418),13646
2019,12,中山市(4420),4475947,0.85,671392,常州市(3204),72277,重庆市(5001),62162,桂林市(4503),49041,贵港市(4508),44677,泸州市(5105),37428,珠海市(4404),35675,韶关市(4402),30406,遵义市(5203),29233,佛山市(4406),26280,东莞市(4419),26051,揭阳市(4452),18606,自贡市(5103),17114,莆田市(3503),16341,肇庆市(4412),14818,贵阳市(5201),14727,清远市(4418),14723,百色市(4510),14429,贺州市(4511),14357,嘉兴市(3304),14081,深圳市(4403),13233
2020,12,中山市(4420),4574598,0.85,686190,常州市(3204),74544,重庆市(5001),64111,桂林市(4503),50579,贵港市(4508),47678,泸州市(5105),38602,珠海市(4404),37257,韶关市(4402),31360,遵义市(5203),31115,东莞市(4419),27408,佛山市(4406),23962,揭阳市(4452),19190,自贡市(5103),17650,莆田市(3503),16854,清远市(4418),15760,肇庆市(4412),15476,贵阳市(5201),15189,百色市(4510),14881,贺州市(4511),14807,嘉兴市(3304),14522,深圳市(4403),13648
2000,12,厦门市(3502),2050000,0.85,307500,宁德市(3509),36089,漳州市(3506),33836,上海市(3101),30779,南平市(3507),23972,龙岩市(3508),22818,泉州市(3505),22243,福州市(3501),21145,三明市(3504),15361,珠海市(4404),9168,长春市(2201),7767,焦作市(4108),6828,郑州市(4101),6511,北京市(1101),5998,哈尔滨市(2301),5539,广州市(4401),4718,阜阳市(3412),3631,海口市(4601),3424,上饶市(3611),3348,许昌市(4110),3340,大庆市(2306),3111
2001,12,厦门市(3502),2149240,0.85,322386,漳州市(3506),36815,上海市(3101),31003,宁德市(3509),30285,泉州市(3505),29894,龙岩市(3508),23045,南平市(3507),22251,福州市(3501),20056,三明市(3504),12730,珠海市(4404),10009,长春市(2201),8480,北京市(1101),8445,焦作市(4108),7455,郑州市(4101),7109,深圳市(4403),6419,哈尔滨市(2301),6048,广州市(4401),5190,阜阳市(3412),3965,海口市(4601),3739,上饶市(3611),3655,许昌市(4110),3647
2002,12,厦门市(3502),2293434,0.85,344015,漳州市(3506),40711,泉州市(3505),38331,上海市(3101),31681,宁德市(3509),24517,龙岩市(3508),23456,南平市(3507),20771,福州市(3501),19304,珠海市(4404),11180,北京市(1101),11071,深圳市(4403),10479,三明市(3504),10133,长春市(2201),9471,焦作市(4108),8327,郑州市(4101),7940,哈尔滨市(2301),6755,广州市(4401),5829,阜阳市(3412),4428,海口市(4601),4176,上饶市(3611),4082,许昌市(4110),4073
2003,12,厦门市(3502),2438366,0.85,365755,泉州市(3505),46749,漳州市(3506),44687,上海市(3101),32059,龙岩市(3508),23485,南平市(3507),18993,福州市(3501),18637,宁德市(3509),18579,深圳市(4403),14321,北京市(1101),13646,珠海市(4404),12470,长春市(2201),10564,焦作市(4108),9288,郑州市(4101),8857,三明市(3504),7591,哈尔滨市(2301),7535,广州市(4401),6527,阜阳市(3412),4939,海口市(4601),4658,上饶市(3611),4553,许昌市(4110),4544
2004,12,厦门市(3502),2584653,0.85,387698,泉州市(3505),54617,漳州市(3506),48565,上海市(3101),32028,龙岩市(3508),23057,福州市(3501),18364,深圳市(4403),17657,南平市(3507),16921,北京市(1101),16015,珠海市(4404),13849,宁德市(3509),13400,长春市(2201),11732,焦作市(4108),10315,郑州市(4101),9836,哈尔滨市(2301),8368,广州市(4401),7265,三明市(3504),5657,阜阳市(3412),5485,海口市(4601),5173,上饶市(3611),5057,许昌市(4110),5046
2005,12,厦门市(3502),2730000,0.85,409500,泉州市(3505),61087,漳州市(3506),52010,上海市(3101),31436,龙岩市(3508),22088,深圳市(4403),20067,福州市(3501),18896,北京市(1101),17932,珠海市(4404),15235,南平市(3507),14590,长春市(2201),12907,焦作市(4108),11348,郑州市(4101),10821,宁德市(3509),10319,哈尔滨市(2301),9206,广州市(4401),7998,阜阳市(3412),6034,海口市(4601),5690,上饶市(3611),5563,许昌市(4110),5551,大庆市(2306),5170
2006,12,厦门市(3502),2877201,0.85,431580,泉州市(3505),65251,漳州市(3506),55525,上海市(3101),30678,龙岩市(3508),20903,福州市(3501),20324,深圳市(4403),20254,北京市(1101),19393,珠海市(4404),16790,长春市(2201),14224,焦作市(4108),12506,南平市(3507),12322,郑州市(4101),11925,哈尔滨市(2301),10145,宁德市(3509),8903,广州市(4401),8809,阜阳市(3412),6650,海口市(4601),6271,上饶市(3611),6131,许昌市(4110),6118,三明市(3504),5721
2007,12,厦门市(3502),3019439,0.85,452916,泉州市(3505),66867,漳州市(3506),59524,上海市(3101),30016,福州市(3501),22258,北京市(1101),20334,龙岩市(3508),19734,珠海市(4404),18667,深圳市(4403),17583,长春市(2201),15814,焦作市(4108),13904,郑州市(4101),13258,哈尔滨市(2301),11279,南平市(3507),10339,广州市(4401),9773,宁德市(3509),7594,阜阳市(3412),7393,海口市(4601),6972,上饶市(3611),6816,许昌市(4110),6801,三明市(3504),6652
2008,12,厦门市(3502),3164529,0.85,474679,泉州市(3505),66636,漳州市(3506),63825,上海市(3101),29397,福州市(3501),24571,珠海市(4404),20846,北京市(1101),20437,龙岩市(3508),18625,长春市(2201),17660,焦作市(4108),15527,郑州市(4101),14806,深圳市(4403),13058,哈尔滨市(2301),12596,广州市(4401),10878,南平市(3507),8778,阜阳市(3412),8257,三明市(3504),7923,海口市(4601),7786,上饶市(3611),7612,许昌市(4110),7595,黄冈市(4211),7074
2009,12,厦门市(3502),3314243,0.85,497136,漳州市(3506),67895,泉州市(3505),65587,上海市(3101),28699,福州市(3501),26946,珠海市(4404),23185,长春市(2201),19641,北京市(1101),19214,龙岩市(3508),17636,焦作市(4108),17269,郑州市(4101),16467,哈尔滨市(2301),14009,广州市(4401),12044,三明市(3504),9508,阜阳市(3412),9183,海口市(4601),8660,上饶市(3611),8466,许昌市(4110),8447,深圳市(4403),8393,黄冈市(4211),7868,大庆市(2306),7868
2010,12,厦门市(3502),3560700,0.85,534105,漳州市(3506),72751,泉州市(3505),67198,福州市(3501),29597,上海市(3101),28541,珠海市(4404),26063,长春市(2201),22080,焦作市(4108),19412,郑州市(4101),18511,龙岩市(3508),17353,北京市(1101),16544,哈尔滨市(2301),15748,广州市(4401),13464,三明市(3504),11587,阜阳市(3412),10323,海口市(4601),9734,上饶市(3611),9517,许昌市(4110),9496,黄冈市(4211),8845,大庆市(2306),8845,九江市(3604),8281
2011,12,厦门市(3502),3666296,0.85,549944,漳州市(3506),72664,泉州市(3505),67096,福州市(3501),30084,珠海市(4404),27692,上海市(3101),26925,长春市(2201),23460,焦作市(4108),20626,郑州市(4101),19669,哈尔滨市(2301),16733,龙岩市(3508),16440,广州市(4401),14040,三明市(3504),13794,北京市(1101),12752,阜阳市(3412),10968,海口市(4601),10343,上饶市(3611),10112,许昌市(4110),10090,黄冈市(4211),9398,大庆市(2306),9398,南平市(3507),9104
2012,12,厦门市(3502),3864151,0.85,579623,漳州市(3506),72133,泉州市(3505),68363,福州市(3501),30285,珠海市(4404),29973,上海市(3101),25769,长春市(2201),25393,焦作市(4108),22325,郑州市(4101),21289,哈尔滨市(2301),18111,三明市(3504),17457,龙岩市(3508),15830,广州市(4401),14575,阜阳市(3412),11872,南平市(3507),11534,海口市(4601),11195,上饶市(3611),10945,许昌市(4110),10921,黄冈市(4211),10172,大庆市(2306),10172,北京市(1101),10095
2013,12,厦门市(3502),4075777,0.85,611367,泉州市(3505),69691,漳州市(3506),69387,珠海市(4404),32244,福州市(3501),29442,长春市(2201),27316,上海市(3101),24556,焦作市(4108),24016,郑州市(4101),22901,三明市(3504),22288,哈尔滨市(2301),19483,南平市(3507),15556,龙岩市(3508),15303,广州市(4401),14736,深圳市(4403),14575,阜阳市(3412),12771,海口市(4601),12043,上饶市(3611),11774,许昌市(4110),11748,黄冈市(4211),10942,大庆市(2306),10942
2014,12,厦门市(3502),4301662,0.85,645249,泉州市(3505),71297,漳州市(3506),64379,珠海市(4404),34375,长春市(2201),29122,三明市(3504),28129,福州市(3501),27493,焦作市(4108),25604,郑州市(4101),24415,上海市(3101),23443,深圳市(4403),21841,南平市(3507),21486,哈尔滨市(2301),20771,龙岩市(3508),15073,广州市(4401),14503,阜阳市(3412),13615,海口市(4601),12839,上饶市(3611),12552,许昌市(4110),12525,黄冈市(4211),11666,大庆市(2306),11666
2015,12,厦门市(3502),4540000,0.85,681000,泉州市(3505),73410,漳州市(3506),57253,珠海市(4404),36192,三明市(3504),34646,深圳市(4403),32350,长春市(2201),30661,南平市(3507),29532,焦作市(4108),26957,郑州市(4101),25706,福州市(3501),24461,上海市(3101),22623,哈尔滨市(2301),21869,龙岩市(3508),15391,阜阳市(3412),14335,广州市(4401),13882,海口市(4601),13518,宁德市(3509),13311,上饶市(3611),13216,许昌市(4110),13187,西安市(6101),12621
2016,12,厦门市(3502),4745224,0.85,711784,泉州市(3505),75503,漳州市(3506),50497,深圳市(4403),42684,三明市(3504),40299,珠海市(4404),37553,南平市(3507),37227,长春市(2201),31814,焦作市(4108),27970,郑州市(4101),26672,哈尔滨市(2301),22691,上海市(3101),22128,福州市(3501),21499,宁德市(3509),16321,龙岩市(3508),15970,阜阳市(3412),14874,海口市(4601),14026,西安市(6101),13865,上饶市(3611),13712,许昌市(4110),13683,广州市(4401),13214
2017,12,厦门市(3502),4898743,0.85,734811,泉州市(3505),77051,深圳市(4403),50478,漳州市(3506),45366,三明市(3504),44555,南平市(3507),43028,珠海市(4404),38564,长春市(2201),32671,焦作市(4108),28724,郑州市(4101),27391,哈尔滨市(2301),23302,上海市(3101),21744,福州市(3501),19250,宁德市(3509),18590,龙岩市(3508),16400,阜阳市(3412),15274,西安市(6101),14799,海口市(4601),14404,上饶市(3611),14082,许昌市(4110),14051,大庆市(2306),13088
2018,12,厦门市(3502),5017260,0.85,752589,泉州市(3505),78089,深圳市(4403),56657,三明市(3504),47881,南平市(3507),47612,漳州市(3506),41075,珠海市(4404),39276,长春市(2201),33273,焦作市(4108),29254,郑州市(4101),27896,哈尔滨市(2301),23732,上海市(3101),21371,宁德市(3509),20378,福州市(3501),17371,龙岩市(3508),16702,阜阳市(3412),15556,西安市(6101),15515,海口市(4601),14670,上饶市(3611),14341,许昌市(4110),14310,大庆市(2306),13329
2019,12,厦门市(3502),5115899,0.85,767385,泉州市(3505),78942,深圳市(4403),61859,南平市(3507),51469,三明市(3504),50676,珠海市(4404),39865,漳州市(3506),37438,长春市(2201),33773,焦作市(4108),29693,郑州市(4101),28314,哈尔滨市(2301),24088,宁德市(3509),21882,上海市(3101),21049,龙岩市(3508),16953,西安市(6101),16115,阜阳市(3412),15789,福州市(3501),15778,海口市(4601),14890,上饶市(3611),14557,许昌市(4110),14525,大庆市(2306),13529
2020,12,厦门市(3502),5228246,0.85,784237,泉州市(3505),80092,深圳市(4403),66721,南平市(3507),55103,三明市(3504),53378,珠海市(4404),40584,漳州市(3506),34453,长春市(2201),34382,焦作市(4108),30228,郑州市(4101),28825,哈尔滨市(2301),24522,宁德市(3509),23308,上海市(3101),20876,龙岩市(3508),17259,西安市(6101),16722,阜阳市(3412),16074,海口市(4601),15158,上饶市(3611),14819,许昌市(4110),14787,福州市(3501),14468,大庆市(2306),13773
2000,12,石嘴山市(6402),691677,0.85,103752,固原市(6404),25106,银川市(6401),20642,上海市(3101),8667,西安市(6101),7331,大连市(2102),5217,杭州市(3301),4664,北京市(1101),2722,包头市(1502),2690,吴忠市(6403),2537,东莞市(4419),2440,青岛市(3702),2306,乌海市(1503),2019,中卫市(6405),1549,常州市(3204),1486,张家口市(1307),1422,兰州市(6201),1361,巴彦淖尔市(1508),1320,天津市(1201),1163,榆林市(6108),931,鄂尔多斯市(1506),853
2001,12,石嘴山市(6402),694007,0.85,104101,银川市(6401),26843,固原市(6404),20492,上海市(3101),6625,西安市(6101),6208,大连市(2102),5431,杭州市(3301),4440,北京市(1101),3664,包头市(1502),2802,东莞市(4419),2540,吴忠市(6403),2527,青岛市(3702),2401,乌海市(1503),2075,中卫市(6405),1612,常州市(3204),1547,张家口市(1307),1481,兰州市(6201),1417,巴彦淖尔市(1508),1334,天津市(1201),1179,榆林市(6108),969,鄂尔多斯市(1506),888
2002,12,石嘴山市(6402),708101,0.85,106215,银川市(6401),33566,固原市(6404),16217,大连市(2102),5744,西安市(6101),5340,上海市(3101),4680,北京市(1101),4506,杭州市(3301),4257,包头市(1502),2964,东莞市(4419),2687,青岛市(3702),2539,吴忠市(6403),2495,乌海市(1503),2218,中卫市(6405),1705,常州市(3204),1636,张家口市(1307),1566,兰州市(6201),1498,巴彦淖尔市(1508),1367,天津市(1201),1200,榆林市(6108),1025,鄂尔多斯市(1506),939
2003,12,石嘴山市(6402),719132,0.85,107870,银川市(6401),39864,固原市(6404),12107,大连市(2102),6029,北京市(1101),5165,西安市(6101),4580,杭州市(3301),4008,包头市(1502),3112,上海市(3101),2892,东莞市(4419),2820,青岛市(3702),2665,乌海市(1503),2401,吴忠市(6403),2389,中卫市(6405),1790,常州市(3204),1717,张家口市(1307),1644,兰州市(6201),1572,巴彦淖尔市(1508),1390,天津市(1201),1199,榆林市(6108),1076,鄂尔多斯市(1506),986
2004,12,石嘴山市(6402),727369,0.85,109105,银川市(6401),45137,固原市(6404),8607,大连市(2102),6269,北京市(1101),5618,西安市(6101),3940,杭州市(3301),3689,包头市(1502),3237,东莞市(4419),2932,青岛市(3702),2771,乌海市(1503),2620,吴忠市(6403),2218,中卫市(6405),1861,常州市(3204),1785,张家口市(1307),1709,兰州市(6201),1635,上海市(3101),1559,巴彦淖尔市(1508),1398,天津市(1201),1176,榆林市(6108),1119,鄂尔多斯市(1506),1025
2005,12,石嘴山市(6402),732266,0.85,109840,银川市(6401),48670,大连市(2102),6437,固原市(6404),6201,北京市(1101),5847,西安市(6101),3419,包头市(1502),3325,杭州市(3301),3296,东莞市(4419),3011,乌海市(1503),2860,青岛市(3702),2846,吴忠市(6403),1992,中卫市(6405),1911,常州市(3204),1833,张家口市(1307),1755,兰州市(6201),1679,巴彦淖尔市(1508),1387,榆林市(6108),1149,天津市(1201),1133,鄂尔多斯市(1506),1052,武汉市(4201),1038
2006,12,石嘴山市(6402),732745,0.85,109912,银川市(6401),50903,大连市(2102),6543,北京市(1101),5763,固原市(6404),4537,包头市(1502),3381,乌海市(1503),3120,东莞市(4419),3061,西安市(6101),3025,青岛市(3702),2892,杭州市(3301),2851,中卫市(6405),1942,常州市(3204),1863,张家口市(1307),1784,吴忠市(6403),1742,兰州市(6201),1707,巴彦淖尔市(1508),1361,榆林市(6108),1168,天津市(1201),1077,鄂尔多斯市(1506),1070,武汉市(4201),1055
2007,12,石嘴山市(6402),726671,0.85,109001,银川市(6401),52572,大连市(2102),6598,北京市(1101),5290,包头市(1502),3410,乌海市(1503),3397,东莞市(4419),3086,固原市(6404),3015,青岛市(3702),2917,西安市(6101),2755,杭州市(3301),2371,中卫市(6405),1959,常州市(3204),1879,张家口市(1307),1799,兰州市(6201),1721,吴忠市(6403),1496,巴彦淖尔市(1508),1323,榆林市(6108),1178,鄂尔多斯市(1506),1079,武汉市(4201),1064,厦门市(3502),1047
2008,12,石嘴山市(6402),718521,0.85,107778,银川市(6401),53862,大连市(2102),6637,北京市(1101),4490,乌海市(1503),3700,包头市(1502),3431,东莞市(4419),3104,青岛市(3702),2934,西安市(6101),2599,中卫市(6405),1970,常州市(3204),1890,杭州市(3301),1878,张家口市(1307),1809,固原市(6404),1788,兰州市(6201),1731,吴忠市(6403),1284,巴彦淖尔市(1508),1280,榆林市(6108),1184,鄂尔多斯市(1506),1085,武汉市(4201),1070,厦门市(3502),1054
2009,12,石嘴山市(6402),711387,0.85,106708,银川市(6401),54898,大连市(2102),6685,乌海市(1503),4040,包头市(1502),3457,北京市(1101),3409,东莞市(4419),3127,青岛市(3702),2955,西安市(6101),2538,中卫市(6405),1984,常州市(3204),1904,张家口市(1307),1822,兰州市(6201),1743,杭州市(3301),1381,巴彦淖尔市(1508),1239,榆林市(6108),1193,吴忠市(6403),1133,鄂尔多斯市(1506),1093,武汉市(4201),1078,厦门市(3502),1061,固原市(6404),975
2010,12,石嘴山市(6402),727005,0.85,109051,银川市(6401),57294,大连市(2102),6948,乌海市(1503),4547,包头市(1502),3594,东莞市(4419),3250,青岛市(3702),3071,西安市(6101),2618,北京市(1101),2135,中卫市(6405),2062,常州市(3204),1978,张家口市(1307),1894,兰州市(6201),1812,榆林市(6108),1240,巴彦淖尔市(1508),1236,鄂尔多斯市(1506),1136,武汉市(4201),1120,厦门市(3502),1103,吴忠市(6403),1093,广州市(4401),985,天津市(1201),944
2011,12,石嘴山市(6402),715752,0.85,107363,银川市(6401),57059,大连市(2102),6919,乌海市(1503),4910,包头市(1502),3581,东莞市(4419),3236,青岛市(3702),3059,西安市(6101),2730,中卫市(6405),2054,常州市(3204),1970,张家口市(1307),1886,兰州市(6201),1805,榆林市(6108),1235,巴彦淖尔市(1508),1179,鄂尔多斯市(1506),1131,武汉市(4201),1116,厦门市(3502),1098,吴忠市(6403),1053,广州市(4401),981,黄石市(4202),936,天津市(1201),930
2012,12,石嘴山市(6402),722626,0.85,108394,银川市(6401),57859,大连市(2102),7017,乌海市(1503),5413,包头市(1502),3632,东莞市(4419),3282,西安市(6101),3117,青岛市(3702),3102,中卫市(6405),2083,常州市(3204),1998,张家口市(1307),1913,兰州市(6201),1830,榆林市(6108),1252,鄂尔多斯市(1506),1147,巴彦淖尔市(1508),1143,武汉市(4201),1132,厦门市(3502),1114,吴忠市(6403),1039,广州市(4401),995,黄石市(4202),949,天津市(1201),935
2013,12,石嘴山市(6402),732058,0.85,109809,银川市(6401),58192,大连市(2102),7059,乌海市(1503),5923,西安市(6101),3679,包头市(1502),3655,东莞市(4419),3302,青岛市(3702),3120,中卫市(6405),2095,常州市(3204),2010,张家口市(1307),1924,兰州市(6201),1841,榆林市(6108),1260,鄂尔多斯市(1506),1154,武汉市(4201),1138,厦门市(3502),1121,巴彦淖尔市(1508),1096,吴忠市(6403),1024,广州市(4401),1001,黄石市(4202),955,天津市(1201),935
2014,12,石嘴山市(6402),744569,0.85,111685,银川市(6401),58535,大连市(2102),7104,乌海市(1503),6478,西安市(6101),4407,包头市(1502),3680,东莞市(4419),3323,青岛市(3702),3140,中卫市(6405),2109,常州市(3204),2023,张家口市(1307),1937,兰州市(6201),1853,榆林市(6108),1268,鄂尔多斯市(1506),1161,武汉市(4201),1146,厦门市(3502),1128,巴彦淖尔市(1508),1050,吴忠市(6403),1016,广州市(4401),1007,上海市(3101),972,黄石市(4202),961
2015,12,石嘴山市(6402),760275,0.85,114041,银川市(6401),59013,大连市(2102),7168,乌海市(1503),7090,西安市(6101),5280,包头市(1502),3714,东莞市(4419),3353,青岛市(3702),3169,中卫市(6405),2128,常州市(3204),2041,张家口市(1307),1954,兰州市(6201),1869,榆林市(6108),1279,鄂尔多斯市(1506),1172,武汉市(4201),1156,厦门市(3502),1138,上海市(3101),1052,吴忠市(6403),1021,广州市(4401),1016,巴彦淖尔市(1508),1006,黄石市(4202),970
2016,12,石嘴山市(6402),775476,0.85,116321,银川市(6401),59542,乌海市(1503),7625,大连市(2102),7238,西安市(6101),6056,包头市(1502),3751,东莞市(4419),3385,青岛市(3702),3199,中卫市(6405),2149,常州市(3204),2061,张家口市(1307),1973,兰州市(6201),1888,榆林市(6108),1292,鄂尔多斯市(1506),1183,武汉市(4201),1167,厦门市(3502),1149,上海市(3101),1129,吴忠市(6403),1031,广州市(4401),1026,黄石市(4202),979,巴彦淖尔市(1508),971
2017,12,石嘴山市(6402),787411,0.85,118112,银川市(6401),59997,乌海市(1503),8021,大连市(2102),7297,西安市(6101),6624,包头市(1502),3783,东莞市(4419),3413,青岛市(3702),3226,中卫市(6405),2166,常州市(3204),2078,张家口市(1307),1989,兰州市(6201),1903,榆林市(6108),1302,鄂尔多斯市(1506),1193,上海市(3101),1186,武汉市(4201),1177,厦门市(3502),1158,吴忠市(6403),1039,广州市(4401),1035,黄石市(4202),987,天津市(1201),961
2018,12,石嘴山市(6402),796487,0.85,119473,银川市(6401),60332,乌海市(1503),8329,大连市(2102),7341,西安市(6101),7068,包头市(1502),3806,东莞市(4419),3434,青岛市(3702),3245,中卫市(6405),2179,常州市(3204),2091,张家口市(1307),2001,兰州市(6201),1915,榆林市(6108),1310,上海市(3101),1230,鄂尔多斯市(1506),1200,武汉市(4201),1184,厦门市(3502),1165,吴忠市(6403),1045,广州市(4401),1041,黄石市(4202),993,天津市(1201),967
2019,12,石嘴山市(6402),804133,0.85,120620,银川市(6401),60619,乌海市(1503),8586,西安市(6101),7436,大连市(2102),7379,包头市(1502),3826,东莞市(4419),3451,青岛市(3702),3262,中卫市(6405),2190,常州市(3204),2101,张家口市(1307),2012,兰州市(6201),1924,榆林市(6108),1317,上海市(3101),1267,鄂尔多斯市(1506),1206,武汉市(4201),1190,厦门市(3502),1171,吴忠市(6403),1051,广州市(4401),1046,黄石市(4202),998,天津市(1201),972
2020,12,石嘴山市(6402),815069,0.85,122260,银川市(6401),61195,乌海市(1503),8852,西安市(6101),7793,大连市(2102),7451,包头市(1502),3864,东莞市(4419),3485,青岛市(3702),3294,中卫市(6405),2212,常州市(3204),2122,张家口市(1307),2031,兰州市(6201),1943,榆林市(6108),1330,上海市(3101),1306,鄂尔多斯市(1506),1218,武汉市(4201),1202,厦门市(3502),1183,吴忠市(6403),1061,广州市(4401),1056,黄石市(4202),1008,天津市(1201),981
2000,12,昌都市(5403),586200,0.85,87930,拉萨市(5401),53126,资阳市(5120),15946,林芝市(5404),6377,重庆市(5001),3716,太原市(1401),2982,那曲市(5406),1966,海南藏族自治州(6325),1160,西安市(6101),848,成都市(5101),575,德阳市(5106),484,山南市(5405),384,长春市(2201),366,,0,,0,,0,,0,,0,,0,,0,,0
2001,12,昌都市(5403),585889,0.85,87883,拉萨市(5401),49596,资阳市(5120),17547,林芝市(5404),6820,重庆市(5001),3796,太原市(1401),3281,那曲市(5406),2164,海南藏族自治州(6325),1276,成都市(5101),1096,西安市(6101),933,德阳市(5106),533,山南市(5405),422,长春市(2201),403,咸阳市(6104),15,,0,,0,,0,,0,,0,,0,,0
2002,12,昌都市(5403),597328,0.85,89599,拉萨市(5401),46479,资阳市(5120),19720,林芝市(5404),7444,重庆市(5001),3938,太原市(1401),3688,那曲市(5406),2432,成都市(5101),1752,海南藏族自治州(6325),1434,西安市(6101),1048,德阳市(5106),599,山南市(5405),475,长春市(2201),453,咸阳市(6104),138,,0,,0,,0,,0,,0,,0,,0
2003,12,昌都市(5403),607448,0.85,91117,拉萨市(5401),42635,资阳市(5120),22126,林芝市(5404),8103,太原市(1401),4138,重庆市(5001),4049,那曲市(5406),2728,成都市(5101),2550,海南藏族自治州(6325),1609,西安市(6101),1176,德阳市(5106),672,山南市(5405),533,长春市(2201),508,咸阳市(6104),290,,0,,0,,0,,0,,0,,0,,0
2004,12,昌都市(5403),615954,0.85,92393,拉萨市(5401),38001,资阳市(5120),24662,林芝市(5404),8755,太原市(1401),4612,重庆市(5001),4103,成都市(5101),3493,那曲市(5406),3041,海南藏族自治州(6325),1793,西安市(6101),1311,德阳市(5106),749,山南市(5405),594,长春市(2201),567,咸阳市(6104),474,日喀则市(5402),239,,0,,0,,0,,0,,0,,0
2005,12,昌都市(5403),621850,0.85,93278,拉萨市(5401),32724,资阳市(5120),27208,林芝市(5404),9353,太原市(1401),5088,成都市(5101),4572,重庆市(5001),4072,那曲市(5406),3355,海南藏族自治州(6325),1979,西安市(6101),1446,德阳市(5106),826,咸阳市(6104),689,日喀则市(5402),686,山南市(5405),655,长春市(2201),625,,0,,0,,0,,0,,0,,0
2006,12,昌都市(5403),627053,0.85,94058,资阳市(5120),29742,拉萨市(5401),27266,林芝市(5404),9890,成都市(5101),5782,太原市(1401),5562,重庆市(5001),3956,那曲市(5406),3667,海南藏族自治州(6325),2163,西安市(6101),1581,日喀则市(5402),1213,咸阳市(6104),934,德阳市(5106),903,山南市(5405),716,长春市(2201),683,,0,,0,,0,,0,,0,,0
